ángelait	ángelaite
geschwindigkeitszunahme	acceleration
geschwindigkeit	celerity
geschwind	apace
geschwirrt	pinged
geschwirr	buzzing
geschwisterlich	brotherly
geschwistermorde	fratricides
geschwistermord	fratricide
geschwisterpaar	sibpair
geschwistertötung	fratricide
geschwisterteil	sibling
geschwister	sibling
geschwitzt	perspired
geschwollen	bombastic
geschwollener	puffier
geschwollenheit	puffiness
geschwollen	hoven
geschwommen	swum
geschworener	juror
geschworene	juror
geschworen	sworn
geschwulstauflösung	oncolysis
geschwulste	growths
geschwulst	blastoma
geschwunden	dwindled
geschwungen	brandished
gescrollt	scrolled
gesegelt	sailed
gesegnet	blessed
gesehen	looked
gesehnt	longed
geseiche	claptrap
geseich	claptrap
geseiere	bellyaching
geseier	bellyaching
geseires	lamentation
geseire	bellyaching
gesellen	journeymen
geselle	assistant
gesellig	chummily
geselliger	chummier
gesellig	folksy
geselligkeiten	sociabilities
geselligkeit	chumminess
gesellig	sociable
geselligste	folksiest
gesellig	genial
gesellschaften	companies
gesellschafterin	companion
gesellschafter	associate
gesellschaftlich	corporative
gesellschaftsbeschluss	resolution
gesellschaftsfeindlich	antisocial
gesellschaftsform	society
gesellschaftskapital	stock
gesellschaftsklasse	caste
gesellschaftskundlich	sociological
gesellschaftslöwe	socialite
gesellschaftslöwin	socialite
gesellschaftspolitisch	sociopolitical
gesellschaftsraum	lounge
gesellschaftsschicht	class
gesellschaftstrieb	gregariousness
gesellschaftsvermögen	assets
gesellschaftsvertrag	articles
gesellschaft	association
gesellt	joined
gesell	companion
gesendet	aired
gesengt	singed
gesenkschmieden	swaging
gesenkstück	forging
gesenkt	lowered
gesenk	winze
gesessen	sat
gesetzbuch	code
gesetzentwurf	bill
gesetzesänderung	amendment
gesetzesübertreter	contravener
gesetzesübertretung	infringement
gesetzesantrag	bill
gesetzesausfertigung	promulgation
gesetzesbestimmung	statute
gesetzesbeuger	lawbender
gesetzesbrecherinnen	delinquents
gesetzesbrecherin	delinquent
gesetzesbrecher	delinquent
gesetzesentwürfe	bills
gesetzesinitiative	bill
gesetzeslosigkeit	outlawry
gesetzesmacher	lawmaker
gesetzessammlung	digest
gesetzestreuer	legalist
gesetzesverletzer	contravener
gesetzesverletzung	delinquency
gesetzesverstoß	contravention
gesetzesvorlage	bill
gesetzesvorschlag	bill
gesetzeswidrig	illegal
gesetzeszweck	policy
gesetze	laws
gesetzfeindlich	lawbreaking
gesetzgebend	lawgiving
gesetzgeber	lawgiver
gesetzgebung	legislation
gesetzlichkeiten	laws
gesetzlichkeit	legality
gesetzlich	lawful
gesetzlos	anarchic
gesetzloser	outlaw
gesetzlosigkeit	anomy
gesetzlos	lawless
gesetzmäßig	constitutional
gesetzmäßigkeiten	regularities
gesetzmäßigkeit	lawfulness
gesetzmäßig	lawful
gesetzmacher	lawmaker
gesetzt	earnest
gesetztheit	composedness
gesetzt	put
gesetzwidrig	illegal
gesetzwidrigkeit	illegality
gesetzwidrig	lawless
gesetz	law
geseufze	sighing
geseufzt	sighed
gesext	sexed
gesichert	assured
gesichter	faces
gesichtet	sighted
gesichte	visions
gesichtsausdruck	countenance
gesichtsblindheit	prosopagnosia
gesichtsbogen	headgear
gesichtserker	hooter
gesichtsfarben	complexions
gesichtsfarbe	complexion
gesichtsfeldausfall	scotoma
gesichtshaut	complexion
gesichtsklatscher	faceplant
gesichtskreis	horizon
gesichtskunde	physiognomy
gesichtslähmung	facioplegia
gesichtsleser	physiognomist
gesichtslos	faceless
gesichtslosigkeit	grayness
gesichtslos	impersonal
gesichtspalme	facepalm
gesichtsplastik	facioplasty
gesichtspunkte	aspects
gesichtspunkt	aspect
gesichtsröte	blush
gesichtsschädel	viscerocranium
gesichtsschleier	veil
gesichtsschutzschirm	visor
gesichtsstraffung	facelifting
gesichtswasser	astringent
gesichtswinkel	viewpoint
gesichtszug	feature
gesicht	face
gesickert	dripped
gesickt	corrugated
gesiebt	screened
gesiedet	boiled
gesiegelt	sealed
gesiegt	prevailed
gesims	cornice
gesindel	lowlifes
gesinde	farmhands
gesinnt	affected
gesinnungen	attitudes
gesinnungsgemeinschaft	movement
gesinnungslumperei	opportunism
gesinnungslump	timeserver
gesinnung	attitude
gesintert	sintered
gesittet	behaved
gesittung	ethos
gesmokt	smocked
gesnookert	snookered
gesocks	rabble
gesoffen	boozed
gesogen	soaked
gesollt	obligatory
gesondertheit	separateness
gesondert	separate
gesonnen	minded
gesonnt	sunned
gesorgt	cared
gesotten	boiled
gespäht	peered
gespött	derision
gespült	swilled
gespürt	sensed
gespür	feel
gespaßt	jested
gespalten	chappy
gespaltenheit	divisiveness
gespalten	rived
gespaltet	cloven
gespannt	clamped
gespanntheit	tenseness
gespannt	intently
gespann	dyad
gespanschaft	župa
gespart	saved
gespeichelt	salivated
gespeichert	saved
gespeist	dined
gespendet	bestowed
gespensterfische	barreleyes
gespenster	ghosts
gespensterhaft	ghostlike
gespensterhaftigkeit	spookiness
gespensterhaft	spooky
gespenster	ghosties
gespenstheuschrecke	walkingstick
gespenstig	eerie
gespenstisch	eerie
gespenst	apparition
gesperrt	barred
gesperr	ratchet
gespickt	porcupined
gespießt	skewered
gespiegelt	mirrored
gespiele	playfellow
gespielin	playmate
gespielt	played
gespien	spat
gespinst	weave
gespitzt	pointed
gespleißt	spliced
gesplissen	spliced
gesplittert	splinted
gesponnen	spun
gesponserter	sponsee
gesponsert	sponsored
gespons	spouse
gespornt	spurred
gespottet	flouted
gespräche	conversations
gesprächig	chattily
gesprächigkeit	communicativeness
gesprächig	loquacious
gesprächsdauer	airtime
gesprächsfaden	thread
gesprächsgebühr	tariff
gesprächsgegenstand	topic
gesprächskreis	circle
gesprächsleitung	moderation
gesprächsnotiz	memcon
gesprächspartnerin	interlocutress
gesprächspartner	collocutor
gesprächstermin	appointment
gesprächsthema	thread
gesprächsweise	conversationally
gespräch	colloquy
gesprüht	drizzled
gespreiztheit	affectation
gespreizt	spread
gesprenkelt	brindled
gesprießt	sprouted
gesprintet	sprinted
gespritet	fortified
gespritzt	spattered
gesprochen	spake
gesprossen	sprouted
gesprudelt	sputtered
gesprungen	bounced
gespult	spooled
gespurtet	sprinted
gestählt	steeled
geständig	confessed
geständnisse	confessions
geständnis	admission
gestängeanheber	elevator
gestänge	frame
gestänkert	vituperated
gestärkt	invigorated
gestöber	drift
gestöhne	groaning
gestöhnt	groaned
gestöhn	groaning
gestöpselt	plugged
gestört	confused
gestückelt	fractional
gestühl	chairs
gestümper	bungling
gestürzt	overthrown
gestütswärter	stableman
gestützt	braced
gestüt	stud
gestade	bank
gestaffelt	equated
gestagen	gestagen
gestakt	poled
gestaltbarkeit	malleability
gestaltbar	malleable
gestaltend	constitutive
gestalten	gestalts
gestalterin	designer
gestalterisch	artistic
gestalter	designer
gestaltet	arranged
gestaltgebend	shaping
gestaltgeworden	embodied
gestaltlos	amorphous
gestaltlosigkeit	shapelessness
gestaltlos	shapeless
gestaltpsychologie	gestaltism
gestaltung	composition
gestaltveränderung	shapeshifting
gestaltverwandlung	shapeshifting
gestaltwandler	shapeshifter
gestaltwandlung	shapeshifting
gestaltwerdung	morphogenesis
gestalt	cast
gestammelt	babbled
gestammel	stammering
gestampfe	stamping
gestampft	mashed
gestanden	stood
gestankbohne	petai
gestank	fetidness
gestanzt	punched
gestapelt	stacked
gestapo	gestapo
gestarre	staring
gestarrt	gazed
gestartet	booted
gestation	gestation
gestattend	granting
gestattet	allowed
gestattung	permission
gestaubsaugt	vacuumed
gestaucht	clinched
gestaune	gaping
gestaut	congested
gesteckt	stuck
gestehend	confessing
gesteift	stiffened
gesteigert	enhanced
gesteinigt	stoned
gesteinpflanze	petrophyte
gesteinsbildend	petrogenetic
gesteinsbildung	petrogenesis
gesteinsbrocken	boulder
gesteinsentfestigung	disintegration
gesteinsfragment	clast
gesteinsgang	dike
gesteinsgrus	grus
gesteinskörnung	aggregate
gesteinskunde	petrography
gesteinskundler	petrologist
gesteinsstrecke	drift
gestein	rock
gestelle	racks
gestellrahmen	rack
gestellt	placed
gestellung	presentation
gestell	bay
gestelztheit	stiltedness
gestelzt	stilted
gestemmt	stemmed
gestempelt	hallmarked
gesten	gestures
gesteppt	quilted
gestern	yesterday
gesteuert	controlled
geste	action
gestibitzt	nicked
gestickt	embroidered
gestiefelt	booted
gestiegen	climbed
gestielt	pediculated
gestiert	goggled
gestiftelt	julienne
gestiftet	donated
gestikulation	gesticulation
gestikulierend	gesticulating
gestikulieren	gesticulation
gestikuliert	gesticulated
gestik	gesticulation
gestillt	breastfed
gestimmtheit	attunement
gestimmt	tempered
gestionierung	management
gestirne	luminaries
gestirnt	starry
gestirn	orb
gestisch	actional
gestoßen	bumped
gestochen	copperplate
gestohlen	rustled
gestolpert	stumbled
gestopft	darned
gestoppt	arrested
gestorben	deceased
gestose	gestosis
gestottert	spluttered
gestotter	stammering
gesträhnt	streaked
gesträubt	bristled
gesträuch	bushes
geströmt	streamed
gestrüpp	brake
gestrafft	streamlined
gestrahlt	beamed
gestrandet	aground
gestrauchelter	reprobate
gestrauchelte	reprobate
gestrauchelt	stumbled
gestrebt	striven
gestreckt	prolate
gestrehlt	chased
gestreichelt	stroked
gestreift	banded
gestreikt	striked
gestreng	stern
gestresst	harried
gestreunt	strayed
gestreut	gritted
gestrichelt	dashed
gestrichen	annulled
gestrickt	knit
gestriegelt	curried
gestrig	yesterday
gestritten	altercated
gestrolcht	tramped
gestromt	brindle
gestrotzt	abounded
gestrudelt	whirled
gestuft	graduated
gestundet	deferred
gestunken	reeked
gestupst	prodded
gestus	attitude
gestutzt	clipped
gestylt	styled
gest	yeast
gesuche	petitions
gesuchsteller	applicant
gesuchtheit	affectation
gesucht	searched
gesuch	appeal
gesudelt	botched
gesudel	scrawl
gesuhlt	wallowed
gesumme	hum
gesumm	hum
gesundend	recovering
gesunder	healthier
gesundet	convalesced
gesund	fit
gesundheit!	gesundheit!
gesundheitlich	health
gesundheitschancen	access
gesundheitsdienst	medicare
gesundheitsfördernd	wholesome
gesundheitsfürsorge	healthcare
gesundheitslehre	hygienics
gesundheitspflege	healthcare
gesundheitsschädlich	deleterious
gesundheitsspaziergang	constitutional
gesundheitsversorgung	medicare
gesundheitswesen	healthcare
gesundheitszustand	health
gesundheit	healthiness
gesund	nonhazardous
gesundschrumpfen	downsizing
gesundschrumpfung	shakeout
gesund	sound
gesundung	convalescence
gesund	well
gesungen	chanted
gesunken	dropped
gesurrt	buzzed
getäfelt	boarded
getändelt	trifled
getändel	flirting
getätigt	effected
getätschelt	patted
getäuscht	beguiled
getönt	shaded
getöpfert	fictile
getöse	bluster
getöteter	killee
getötet	killed
getümmelt	scrimmaged
getümmel	tumult
getüncht	whitewashed
getüpfelt	dotty
getürkt	doctored
getackert	stapled
getadelt	animadverted
getai	getae
getakelt	rigged
getaktet	clocked
getan	done
getankt	fuelled
getan	put
getanzt	danced
getapst	plodded
getarnt	camouflaged
getastet	groped
getaucht	dipped
getauft	baptised
getaumelt	lurched
getauscht	bartered
getaut	dewed
geta	geta
getchellit	getchellite
geteert	tarred
geteilt	apportioned
geteiltzeichen	obelus
getempert	annealed
geten	getae
getestet	proved
getickt	ticked
getier	animals
getigert	striped
getilgt	amortized
getippe	typing
getippt	typed
getoastet	toasted
getobt	clamored
getollt	romped
getorkelt	lurched
getost	raged
geträllert	hummed
geträller	trilling
getränkeschrank	cellaret
getränkesirup	cordial
getränke	beverages
getränkt	imbued
getränk	beverage
geträufel	drops
geträumt	dreamed
getrödelt	dallied
getrödel	lagging
getröpfelt	dribbled
getröpfel	spitting
getröstet	comforted
getrübt	bleared
getrüffelt	truffled
getragen	borne
getrampelt	trampled
getrampel	clatter
getrampt	hitchhiked
getrappel	clatter
getratsche	gossipry
getratscht	tattled
getratsch	tattle
getrauert	mourned
getraut	trusted
getreckt	trekked
getreidebrand	smut
getreidefeld	cornfield
getreideflockengericht	cereal
getreideflocken	cereal
getreidehalm	cornstalk
getreidekasten	granary
getreidekorn	corn
getreidelt	towed
getreidemühle	gristmill
getreidepflanze	cereal
getreidereich	corny
getreideschober	cornrick
getreidesilo	elevator
getreidespeicher	garner
getreidespelze	husk
getreide	cereal
getrennt	abstracted
getrenntgeschlechtig	dioecious
getrenntheit	separateness
getrennt	isolated
getrenntsein	apartness
getrennt	separate
getretener	underdog
getreten	kicked
getreuer	abider
getreue	abider
getreu	faithful
getreulich	faithfully
getreu	staunch
getrickst	tricked
getriebeübersetzung	gearing
getriebegehäuse	gearbox
getriebekasten	gearbox
getriebekopf	gearhead
getriebelehre	gearings
getriebelos	gearless
getrieben	drifted
getriebenheit	drivenness
getrieben	impelled
getrieberad	pinion
getriebe	bustle
getrieft	dripped
getriele	drooling
getriezt	tormented
getrillert	quavered
getriller	warbling
getrimmt	trimmed
getrippelt	tripped
getrippel	scurry
getrocknet	dehumidified
getroffen	hit
getrogen	deceived
getrommelt	drummed
getrommel	drumming
getropft	dropped
getrost	confidently
getrottet	jogged
getrotzt	defied
getrudelt	spun
getrumpft	trumped
getrunken	drunk
gettern	gettering
getterung	gettering
gettoisierung	ghettoisation
gettos	ghettoes
getto	ghetto
getue	ado
getunkt	dipped
getunt	tuned
getupft	dappled
getuschelt	whispered
getuschel	whispering
getuscht	mascaraed
get	get
geumaphobie	geumaphobia
geuppt	uploaded
geurteilt	judged
geusen	geuzen
geuzt	teased
gevögel	birds
gevatterin	friend
gevatter	gaffer
geversit	geversite
gevierteilt	quadrisected
geviertelt	quartered
geviertstrich	mdash
geviert	quad
gewächshäuser	conservatories
gewächshaus	conservatory
gewächs	growth
gewägt	weighed
gewählt	chosen
gewähltheit	choiceness
gewählt	literary
gewähnt	fancied
gewährend	deigning
gewährenlassen	connivance
gewährer	granter
gewährleistend	guaranteeing
gewährleister	guarantor
gewährleistet	ensured
gewährleistungsempfänger	warrantee
gewährleistungsgarantie	bond
gewährleistung	guarantee
gewährschaft	guaranty
gewährsfrau	source
gewährsleute	informants
gewährsmänner	warrantors
gewährsmann	authority
gewährt	allowed
gewährung	granting
gewähr	guarantee
gewänder	garbs
gewände	embrasure
gewäsch	claptrap
gewässerkunde	hydrography
gewässerrand	bank
gewässert	hydrated
gewässer	waters
gewöhnend	acclimating
gewöhnlich	banal
gewöhnlicher	commoner
gewöhnlicherweise	usually
gewöhnlichkeit	normality
gewöhnlich	normal
gewöhnlichste	commonest
gewöhnlich	trivial
gewöhnt	accustomed
gewöhnungen	familiarisations
gewöhnung	accustoming
gewölbeartig	vaultlike
gewölbekappe	cell
gewölbepfeiler	buttress
gewölbe	arch
gewölbt	arced
gewölk	clouds
gewölle	cast
gewüchse	outgrowth
gewüchs	plant
gewühle	crowd
gewühl	bustle
gewünscht	desired
gewürdigt	appreciated
gewürfelt	cubed
gewürge	retching
gewürgt	choked
gewürm	worms
gewürzbeere	spiceberry
gewürze	seasonings
gewürzgurken	gherkins
gewürzgurke	gherkin
gewürzhändler	spicer
gewürzig	spicy
gewürzkoriander	coriander
gewürzlilie	cutcherry
gewürznelken	cloves
gewürznelke	clove
gewürzreich	spicy
gewürzrinde	cassia
gewürzständer	cruet
gewürzsumach	sumac
gewürzt	flavored
gewürztraminer	gewurztraminer
gewürzt	seasoned
gewürzvanille	vanilla
gewürz	condiment
gewütet	raged
gewaber	swirling
gewachsen	grown
gewachst	waxed
gewacht	waked
gewackelt	rocked
gewaff	tusks
gewagt	adventured
gewagterweise	audaciously
gewagt	hazardous
gewagtheit	recklessness
gewagt	precarious
gewahr	aware
gewahrsamkeit	mindfulness
gewahrsam	bondage
gewahrsein	awareness
gewahrt	kept
gewahrwerden	awareness
gewahr	cognisant
gewalkt	fulled
gewallt	waved
gewaltausbruch	rioting
gewalteinwirkung	trauma
gewalten	forces
gewaltfrei	nonviolent
gewaltherrschaften	tyrannies
gewaltherrschaftigkeit	tyrannicalness
gewaltherrschaft	dictatorship
gewaltherrscherin	despot
gewaltherrscher	despot
gewaltig	enormous
gewaltigkeit	massiveness
gewaltig	massive
gewaltlosigkeit	nonviolence
gewaltlos	nonviolent
gewaltmarsch	footslog
gewaltpornografie	gorenography
gewaltsam	bodily
gewaltsamkeit	violence
gewaltsam	oppressive
gewaltschuss	rocket
gewaltszene	affray
gewalttätig	alias
gewalttätiger	rowdier
gewalttätigkeiten	outrages
gewalttätigkeit	aggro
gewalttätig	rowdyish
gewalttätigste	rowdiest
gewalttätig	thuggish
gewalttat	outrage
gewaltverzicht	nonviolence
gewalt	authority
gewalzt	ground
gewandelt	altered
gewandert	flitted
gewandet	apparelled
gewandnadel	cloakpin
gewandspange	brooch
gewandt	able
gewandtheit	address
gewandt	nimbly
gewandung	garb
gewand	garb
gewankt	staggered
gewappnet	girt
gewarnt	aware
gewartet	maintained
gewaschen	laundered
gewatet	waded
gewatschelt	shambled
gewebeartig	histoid
gewebeentnahme	biopsy
gewebeentstehung	histogenesis
gewebefluoreszenz	histofluorescence
gewebelehre	histology
gewebepathologe	histopathologist
gewebepathologie	histopathology
gewebespannung	turgor
gewebetechnologie	histotechnology
gewebetiere	eumetazoans
gewebeumbildung	metaplasia
gewebeverträglichkeit	histocompatibility
gewebewassersucht	edema
gewebe	fabric
gewebsneubildung	neoplasia
gewebstoxisch	histotoxic
gewebsumbildung	metaplasia
gewebswucherung	proliferation
gewebt	woven
gewechselt	bandied
geweckt	awaked
gewedelt	wagged
gewehre	guns
gewehrkolben	butt
gewehrkugel	slug
gewehrläufe	barrels
gewehrmündung	muzzle
gewehrrohr	barrel
gewehrsalve	volley
gewehrschütze	rifleman
gewehrschießen	riflery
gewehrschloss	gunlock
gewehrschuss	gunshot
gewehrt	defended
gewehr	gun
geweht	blown
geweißt	whitened
geweicht	soaked
geweidet	pastured
geweihenden	antlers
geweihkrone	surroyal
geweihlos	antlerless
geweihsprosse	antler
geweihstange	antler
geweiht	antlered
geweihter	votary
geweihträger	deer
geweihtragend	antlered
geweiht	sacred
geweih	antlers
geweint	wept
geweitet	dilated
gewelkt	wilted
gewellt	corrugated
gewendet	forked
gewerbeerlaubnis	concession
gewerbefleiß	industriousness
gewerbetreibender	contractor
